SAMPLE_NAME,PI_LAST_NAME,PI_FIRST_NAME,ORGANISM,STRAIN,EXP_DATE,EXP_GROWTH_MEDIUM,EXP_MODIF_GROWTH,EXP_TEMPERATURE,EXP_SALINITY,EXP_PH,EXP_LIGHT,EXP_DAY_PORTION_OF_DAY,EXP_NIGHT_PORTION_OF_DAY,EXP_NITRATE,EXP_AMMONIUM,EXP_PHOSPHATE,EXP_SILICATE,EXP_DISSOLVED_OXYGEN,EXP_TOTAL_FE,EXP_DOC,EXP_LIST_AA_AND_CONCENTRATIONS,EXP_TRACE_ELEMENTS_TOTAL,EXP_CO2_PPM,EXP_UREA,EXP_PREY_ORGANISM,ENV_LATITUDE,ENV_LONGITUDE,ENV_DEPTH,ENV_ELEVATION,ENV_SALINITY,ENV_TEMPERATURE,ENV_PH,ENV_COLLECTION_DATE,ENV_COLLECTION_TIME,GEO_LOC_NAME,BIOME,HABITAT_DESCRIPTION,CAMERA_SAMPLE_ACC,CLONAL,AXENIC
MMETSP1436,Preston,Mike,Alexandrium andersonii,CCMP2222,25-AUG-13,L1 amended seawater,,20,33,8.2,100,13,11,882,0,36.2,106,0,11.7,,,12871.2,390,0,,40.75,14.25,10,,30,20,7.9,01-JAN-96,,Tyrrhenian Sea,Acquatic: marine,coastal sediment,CAM_SMPL_003284,1,
MMETSP0095,Dyhrman/Juhl,Sonya/Andrew,Alexandrium monilatum,CCMP3105,10-JAN-12,L1,Low N,24,32,8.3,100,14,10,5,0,36,0,,,,,1000,400,0,,,,,,,,,,,,,,CAM_SMPL_002381,1,0
MMETSP1426,Johnson,Matthew,Oxyrrhis marina,LB1974,24-OCT-11,Sterile coastal sea-water,,18,34,8.3,20,14,10,,,,,,,,,,,,Phaeodactylum tricornutum,,,,0,,,,01-MAY-66,,Pacific Ocean,Acquatic: marine,,CAM_SMPL_003197,0,0
MMETSP0087,Palenik,Brian,Unknown Unknown,D1,15-MAR-11,f/4 amended seawater,,20,34,8,20,24,0,441,0,18,0,,,,,12.25,,,Synechococcus CC9311,,,,,,,,,,,,,CAM_SMPL_002395,1,0
MMETSP0127,Lynn,Denis,Platyophrya macrostoma,WH,27-JAN-12,"ATCC medium 802 (Sonneborn's Paramecium medium
)",,20,,7,,16,8,,,,,,,,,,,,"Bodo caudatus, Enterobacter aerogenes",,,,,,,,,,"Brookside Botanical Gardens, Wheaton, MD",Aquatic: freshwater,,CAM_SMPL_002412,,0
MMETSP0213,Lynn,Denis,Euplotes harpa,FSP1.4,01-FEB-12,"autoclaved artificial seawater (Red Sea Salt, Red Sea, http://www.redseafish.com) diluted with distilled water",,19,5,8.2,300,12,12,0,,0,,,,,,,,,Dunaliella salina and Dunaliella tertiolecta,43.47,10.16,,,5,,,15-SEP-00,,estuary of Serchio River (Pisa),Other,Brackish water estuarine pond,CAM_SMPL_002470,1,0
MMETSP1411,Jenkins,Bethany,Thalassiosira weissflogii,CCMP1010,31-OCT-12,f/2 amended seawater,"f/2 for all nutrients except Fe added at 4nM. Cultures were preacclimated, so any carryover Fe should have been used up.",19,35,8.2,120,14,10,882,0,36.2,10.6,,,,,1093.8,,,,37,-65,,,,,,01-DEC-69,,,,,CAM_SMPL_003193,1,1
MMETSP0317,Stief,Peter,Amphora coffeaeformis,CCMP127,15-APR-11,f/2 + silicate,"f/2 + silicate, but without nitrate",15,35,8,0,0,24,0,0,36,106,0,,,,1000,,,,,,,,,,,,,,,,CAM_SMPL_002503,,1
MMETSP0326_2,Deschamps,Philippe,Crypthecodinium cohnii,Seligo,21-APR-11,Artificial seawater,,27,30,7.5,,0,24,0,3000,790,0,,,,,1800,,,,,,,,,,,,,,Acquatic: marine,,CAM_SMPL_002530,1,1
MMETSP0198_2,Allen,Eric,Thraustochytrium sp.,LLF1b,07-JUN-11,B1 amended seawater,5 g/L glucose,25,33.5,7.4,,,,7,0.28,400,57,,,,,668,,,,32.86667,117.25,,,33.4,15.2,8.9,07-APR-09,02:45 PM,Pacific Ocean,Organism-Associated,green alga surface (littoral zone),CAM_SMPL_002465,1,1
MMETSP1412,Jenkins,Bethany,Thalassiosira weissflogii,CCMP1010,31-OCT-12,f/2 amended seawater,"f/2 for all nutrients except Fe added at 4nM. Cultures were preacclimated, so any carryover Fe should have been used up.",19,35,8.2,120,14,10,882,0,36.2,10.6,,,,,1093.8,,,,37,-65,,,,,,01-DEC-69,,,,,CAM_SMPL_003194,1,1
MMETSP1123,Wilson,William,Symbiodinium sp.,Mp,01-OCT-11,f/2 amended seawater,"f/2 for all nutrients, no Na2SiO3 added",25,34,8.1,200,12,12,882,0,36.2,0,,,,,12794,,,,,,,,,,,,,Pacific Ocean,,,CAM_SMPL_002631,0,0
MMETSP1432,Marchetti,Adrian,Pseudo-nitzschia delicatissima,UNC1205,01-FEB-13,Aquil,Standard Aquil with 100 uM EDTA,12,32,8.1,120,24,0,300,0,20,200,,1370,,,1750,,0,,48.816,128.666,,,,,,,,,,temperate open ocean mixed layer,CAM_SMPL_003199,,0
MMETSP1047,Archibald,John,Rhodomonas salina,CCMP1319,01-DEC-11,f/2-Si,,23,0,8,,12,12,882,0,26,0,,,,,115345,,,,,,,,,,,,,,,,CAM_SMPL_002598,,
MMETSP0320,Nagai,Satoshi,Skeletonema marinoi,SM1012Den-03,25-MAR-11,modified f/2 amended seawater,"f/2 for all nutrients without copper and silicate, but with H2SeO3 to be 10 (nmol/L)",25,15,8.5,150,12,12,880,0,36,0,,4,,,355,,,,55.5837,12.412,20,,30,24,7.8,01-SEP-11,03:00 PM,North Sea,Acquatic: marine,eutrophicated lower salinity layer,CAM_SMPL_002504,1,0
MMETSP1413,Jenkins,Bethany,Thalassiosira weissflogii,CCMP1010,31-OCT-12,f/2 amended seawater,"f/2 for all nutrients except Fe added at 4nM. Cultures were preacclimated, so any carryover Fe should have been used up.",19,35,8.2,120,14,10,882,0,36.2,10.6,,,,,1093.8,,,,37,-65,,,,,,01-DEC-69,,,,,CAM_SMPL_003195,1,1
MMETSP0103,Palenik,Brian,Paraphysomonas Imperforata,PA2,16-MAY-11,f/4 amended seawater,,20,34,8,20,24,0,441.23,0,18.15,0,,,,,12.25,,,Unknown bacteria,,,,,,,,,,,,,CAM_SMPL_002383,1,0
MMETSP0093,Dyhrman/Juhl,Sonya/Andrew,Alexandrium monilatum,CCMP3105,10-JAN-12,L1,16N:1P,24,32,8.3,100,14,10,576,0,36,0,,,,,1000,400,0,,,,,,,,,,,,,,CAM_SMPL_002396,1,0
MMETSP1414,Jenkins,Bethany,Thalassiosira weissflogii,CCMP1010,14-MAR-13,f/2 amended seawater,"f/2 for all nutrients except Fe added at 4nM; Cultures preacclimated; After onset of FeLim, 10nM Fe Added",19,35,8.2,120,14,10,882,0,36.2,10.6,,,,,1093.8,,,,37,-65,,,,,,01-DEC-69,,,,,CAM_SMPL_003196,1,1
MMETSP0318_2,Stief,Peter,Amphora coffeaeformis,CCMP127,15-APR-11,f/2 + silicate,"f/2 + silicate, adjusted to 1 mM nitrate",15,35,8,160,14,10,1000,0,36,106,0,,,,1000,,,,,,,,,,,,,,,,CAM_SMPL_002506,,1
MMETSP0143,Dyhrman/Juhl,Sonya/Andrew,Chrysochromulina polylepis,CCMP1757,15-OCT-11,L1,16N:1P,15,32,8.3,100,14,10,576,0,36,0,,,,,1000,400,0,,,,,,,,,,,,,,CAM_SMPL_002416,1,1
MMETSP0235,Govind,Nadathur,Debaryomyces hansenii,J26,14-JUL-11,Yeast-Peptone-Dextrose Broth,5 mmol/L CoSO4*7H2O added at early log phase,25,,6.5,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,CAM_SMPL_002494,1,1
MMETSP1415,Jenkins,Bethany,Thalassiosira weissflogii,CCMP1010,14-MAR-13,f/2 amended seawater,"f/2 for all nutrients except Fe added at 4nM; Cultures preacclimated; After onset of FeLim, 10nM Fe Added",19,35,8.2,120,14,10,882,0,36.2,10.6,,,,,1093.8,,,,37,-65,,,,,,01-DEC-69,,,,,CAM_SMPL_003180,1,1
MMETSP1130,Floge,Sheri,Isochrysis sp.,CCMP1324,01-DEC-11,f/2 amended seawater,"f/2 nutrients, no silica",16,34,8.1,200,16,8,882,0,36.2,0,,,,,12794,,,,,,,,,,,,,,,,CAM_SMPL_002651,1,1
MMETSP0420,Katz,Laura,Pessonella sp.,,29-APR-11,ATCC medium 1525 (Seawater 802 medium),,20,,8,,16,8,,,,,,,,,,,,Klebsiella pneumoniae subsp. pneumoniae ATCC 700831,,,0,0,,,,,,Atlantic Ocean,Organism-Associated,isolated from a lobster,CAM_SMPL_002560,0,0
MMETSP1055,Archibald,John,Bigelowiella natans,CCMP1258.1,01-DEC-11,K,K without silicate,23,0,8,,12,12,882,50,10,0,,,,,122766,,,,,,,,,,,,,,,,CAM_SMPL_002604,,
MMETSP1416,Jenkins,Bethany,Thalassiosira weissflogii,CCMP1010,14-MAR-13,f/2 amended seawater,"f/2 for all nutrients except Fe added at 4nM; Cultures preacclimated; After onset of FeLim, 10nM Fe Added",19,35,8.2,120,14,10,882,0,36.2,10.6,,,,,1093.8,,,,37,-65,,,,,,01-DEC-69,,,,,CAM_SMPL_003181,1,1
MMETSP0107_2,Palenik,Brian,Goniomonas Pacifica,CCMP1869,15-MAR-11,f/4 amended seawater,,20,34,8,20,24,0,441.23,0,18.15,0,,,,,12.25,,,Unknown bacteria,,,,,,,,,,,,,CAM_SMPL_002385,1,0
MMETSP0015_2,Armbrust,Virginia,Odontella aurita,isolate 1302-5,23-OCT-10,F/2,,13,21,8,166,16,8,882,0,36.2,106,,,,"thiamine, 200 mg; biotin, 10 mL; cyanocobalamin, 1 mL",24.4938,,,,44.65,-124.53,,,,,,01-JUL-10,,Pacific Ocean,Acquatic: marine,,CAM_SMPL_002342,,0
MMETSP0814,Caron,David,Prymnesium parvum,Texoma1,28-JAN-11,f/2 amended seawater,Nitrate added at f/200,18,18,8,150,12,12,,,,,,,,,,,,,33.98,-96.67,,,5,,,01-MAR-09,,"Lake Texoma, Oklahoma",,,CAM_SMPL_002860,1,1
MMETSP1417,Jenkins,Bethany,Thalassiosira weissflogii,CCMP1010,14-MAR-13,f/2 amended seawater,"f/2 for all nutrients except Fe added at 4nM; Cultures preacclimated; After onset of FeLim, 10nM Fe Added",19,35,8.2,120,14,10,882,0,36.2,10.6,,,,,1093.8,,,,37,-65,,,,,,01-DEC-69,,,,,CAM_SMPL_003185,1,1
MMETSP0296,Dyhrman/Juhl,Sonya/Andrew,Heterosigma akashiwo,CCMP2393,12-MAR-12,L1,16N:1P,18,32,7.8,100,14,10,571,0,36,0,,,,,1000,800,0,,,,,,,,,,,,,,CAM_SMPL_002511,1,0
MMETSP0121_2,Keeling,Patrick,Kryptoperidinium foliaceum,CCMP 1326,22-FEB-11,F/2-Si amended sea water,48 hours before harvest antibiotics were added to medium: 500 mg/L penicillin; 200 mg/L ampicillin; 100 mg/L streptomycin; 100 mg/L neomycin,22,21,8,0,0,48,882,0,36.2,0,,,,,23000,,,,,,,,,,,01-JUN-84,,"32.9000N 117.2550W Scripps Institute of Oceanography, pier, La Jolla, California USA",Acquatic: marine,,CAM_SMPL_002399,0,0
MMETSP1399,Worden,Alexandra,Bathycoccus prasinos,CCMP1898,21-DEC-12,L1-Si amended natural seawater (Eastern Pacific),L1 for all nutrients except omitted silicate,23,36,8.2,80,14,10,882,,36,0,,,,,12780,,,,,,,,,,,17-APR-86,,Mediterranean Sea,Aquatic: marine,,CAM_SMPL_003175,,0
MMETSP0125,Lynn,Denis,Aristerostoma sp.,ATCC 50986,04-OCT-11,sea water,,23,32,,,,,,,,,,,,,,,,Klebsiella and other bacteria,,,,,,,,,,"Great Marsh, DE",Acquatic: marine,salt marsh,CAM_SMPL_002427,0,0
MMETSP1418,Jenkins,Bethany,Thalassiosira weissflogii,CCMP1010,14-MAR-13,f/2 amended seawater,"f/2 for all nutrients except Fe added at 4nM; Cultures preacclimated; After onset of FeLim, 10nM Fe Added",19,35,8.2,120,14,10,882,0,36.2,10.6,,,,,1093.8,,,,37,-65,,,,,,01-DEC-69,,,,,CAM_SMPL_003186,1,1
MMETSP1125,Wilson,William,Symbiodinium sp.,Mp,01-OCT-11,f/2 amended seawater,"f/2 for all nutrients, no Na2SiO3 added",25,34,8.1,200,12,12,882,0,36.2,0,,,,,12794,,,,,,,,,,,,,Pacific Ocean,,,CAM_SMPL_002638,0,0
MMETSP0468,Menden-Deuer,Susanne,Oxyrrhis marina,,19-DEC-11,seawater,"0.2um filtered, autoclaved",15,29.4,,8,12,12,,,,,,,,,,,,Heterosigma akashiwo CCMP3107,,,,,,,,,,,,,CAM_SMPL_002565,0,0
MMETSP0007,Caron,David,Prymnesium parvum,Texoma1,18-NOV-10,f/2 amended seawater,Phosphorous added at f/200,18,18,8,150,12,12,,,,,,,,,,,,,33.98,-96.67,,,5,,,01-MAR-09,,"Lake Texoma, Oklahoma",,,CAM_SMPL_002334,1,1
MMETSP1401,Worden,Alexandra,Micromonas pusilla,CCAC1681,21-DEC-12,L1-Si amended natural seawater (Eastern Pacific),L1 for all nutrients except omitted silicate,21,35,8.2,80,14,10,882,,36,0,,,,,12780,,,,,,,,,,,01-JAN-96,,Saldanha Bay,Aquatic: marine,,CAM_SMPL_003176,0,0
MMETSP1402,Worden,Alexandra,Micromonas pusilla,RCC1614,21-DEC-12,L1-Si amended natural seawater (Eastern Pacific),L1 for all nutrients except omitted silicate,21,35,8.2,80,14,10,882,,36,0,,,,,12780,,,,,,,,,,,14-JUL-07,,,Aquatic: marine,,CAM_SMPL_003177,0,0
MMETSP0252,Saldarriaga,Juan,Prorocentrum lima,CCMP 684,18-JUL-11,HESNW,no silica,22,30,7,3800,14,10,3,0.11,0.3,0,,,,,0,,,,,,,,,,,01-JUN-91,,"Ria de Vigo, Galicia",,,CAM_SMPL_002496,,0
MMETSP1419,Jenkins,Bethany,Thalassiosira weissflogii,CCMP1010,14-MAR-13,f/2 amended seawater,"f/2 for all nutrients except Fe added at 4nM; Cultures preacclimated; After onset of FeLim, 10nM Fe Added",19,35,8.2,120,14,10,882,0,36.2,10.6,,,,,1093.8,,,,37,-65,,,,,,01-DEC-69,,,,,CAM_SMPL_003187,1,1
MMETSP0105_2,Palenik,Brian,Acanthoeca-like sp.,10tr,15-MAR-11,f/4 amended seawater,,20,34,8,20,24,0,441.23,0,18.15,0,,,,,12.25,,,Unknown bacteria,,,,,,,,,,,,,CAM_SMPL_002387,1,0
MMETSP0890,Gobler,Christopher,Aureoumbra lagunensis,CCMP1510,01-AUG-11,GSe media,Ammonium in place of nitrate,22,32,7.8,100,12,12,0,100,4,0,8,1100,2,none,1004,400,0,none,27.4708,-97.32,1,0,40,30,8,01-JAN-92,12:00 PM,OTHER,Aquatic: marine,Estuarine,CAM_SMPL_002715,1,
MMETSP1405,Jenkins,Bethany,Thalassiosira weissflogii,CCMP1010,31-OCT-12,f/2 amended seawater,"f/2 for all nutrients except iron, which was added at 400nM",19,35,8.2,120,14,10,882,0,36.2,106,,400,,,1093.8,,,,37,-65,,,,,,01-DEC-69,,,,,CAM_SMPL_003178,1,1
MMETSP1063,Armbrust,Virginia,Ditylum brightwellii,Pop2 (SS10),07-JUN-10,aquil,,13,21,8,166,16,8,882,0,36.2,106,,,,"thiamine, 200 mg; biotin, 10 mL; cyanocobalamin, 1 mL",24.6634,,,,,,,,,,,06-JUN-06,,Pacific Ocean,Acquatic: marine,,CAM_SMPL_002618,1,0
MMETSP1420,Jenkins,Bethany,Thalassiosira weissflogii,CCMP1010,15-MAR-13,f/2 amended seawater,"f/2 for all nutrients except Fe added at 4nM; Cultures preacclimated; After onset of FeLim, 10nM Fe Added",19,35,8.2,120,14,10,882,0,36.2,10.6,,,,,1093.8,,,,37,-65,,,,,,01-DEC-69,,,,,CAM_SMPL_003188,1,1
MMETSP0120_2,Keeling,Patrick,Kryptoperidinium foliaceum,CCMP 1326,20-FEB-11,F/2-Si amended sea water,48 hours before harvest antibiotics were added to medium: 500 mg/L penicillin; 200 mg/L ampicillin; 100 mg/L streptomycin; 100 mg/L neomycin,22,21,8,550,12,12,882,0,36.2,0,,,,,23000,,,,,,,,,,,01-JUN-84,,"32.9000N 117.2550W Scripps Institute of Oceanography, pier, La Jolla, California USA",Acquatic: marine,,CAM_SMPL_002402,0,0
MMETSP0452_2,Lin,Senjie,Oxyrrhis marina,CCMP1795,15-APR-11,f/100 amended seawater,,20,28,8.1,100,12,12,17.6,0,0.72,0,,,,,0.234,,,,,,,,,,,,,,,,CAM_SMPL_002568,,
MMETSP0208,Lynn,Denis,Strombidium inclinatum,S3,29-MAY-12,"autoclaved artificial seawater (Red Sea Salt, Red Sea, http://www.redseafish.com)",,19,33,8.2,300,12,12,0,,0,,,,,,,,,Dunaliella tertiolecta,43.3,10.2,,,33,19,8,01-OCT-97,,Ligurian Sea,Acquatic: marine,"50-100 cm diameter, 5-10 cm deep, pools on a rocky shore near Leghorn",CAM_SMPL_002459,1,0
MMETSP1406,Jenkins,Bethany,Thalassiosira weissflogii,CCMP1010,31-OCT-12,f/2 amended seawater,"f/2 for all nutrients except iron, which was added at 400nM",19,35,8.2,120,14,10,882,0,36.2,106,,400,,,1093.8,,,,37,-65,,,,,,01-DEC-69,,,,,CAM_SMPL_003179,1,1
MMETSP1421,Jenkins,Bethany,Thalassiosira weissflogii,CCMP1010,15-MAR-13,f/2 amended seawater,"f/2 for all nutrients except Fe added at 4nM; Cultures preacclimated; After onset of FeLim, 10nM Fe Added",19,35,8.2,120,14,10,882,0,36.2,10.6,,,,,1093.8,,,,37,-65,,,,,,01-DEC-69,,,,,CAM_SMPL_003189,1,1
MMETSP1127,Floge,Sheri,Dunaliella tertiolecta,CCMP1320,01-DEC-11,f/2 amended seawater,"f/2 nutrients, no silica",16,31,8.1,200,16,8,882,0,36.2,0,,,,,12794,,,,,,,,,,,,,,,,CAM_SMPL_002644,1,1
MMETSP0038_2,Archibald,John,Cryptomonas paramecium,CCAP977/2a,23-NOV-11,CHM,,25,0,7,,12,12,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,CAM_SMPL_002352,,0
MMETSP0698,Smith,Sarah,Extubocellulus spinifer,CCMP396,10-SEP-11,ASW,Cells grown exponentially in ASW were harvested by centrifugation and re-suspended in ASW with no NO3-,20,,8,200,24,0,0,0,0.2,0.42,,,,,19.73,,,,31.3172,113.56,0,0,,,,01-JAN-68,,Gulf of California (Sea of Cortés),Acquatic: marine,,CAM_SMPL_002818,1,1
MMETSP1407,Jenkins,Bethany,Thalassiosira weissflogii,CCMP1010,31-OCT-12,f/2 amended seawater,"f/2 for all nutrients except iron, which was added at 400nM",19,35,8.2,120,14,10,882,0,36.2,106,,400,,,1093.8,,,,37,-65,,,,,,01-DEC-69,,,,,CAM_SMPL_003171,1,1
MMETSP0056,Dyhrman/Juhl,Sonya/Andrew,Prorocentrum minimum,CCMP1329,30-SEP-11,L1,Low P (see below),18,32,8.3,100,14,10,576,0,0.1,0,,,,,1000,400,0,,,,,,,,,,,,,,CAM_SMPL_002379,,1
MMETSP1422,Jenkins,Bethany,Thalassiosira weissflogii,CCMP1010,15-MAR-13,f/2 amended seawater,"f/2 for all nutrients except Fe added at 4nM; Cultures preacclimated; After onset of FeLim, 10nM Fe Added",19,35,8.2,120,14,10,882,0,36.2,10.6,,,,,1093.8,,,,37,-65,,,,,,01-DEC-69,,,,,CAM_SMPL_003190,1,1
MMETSP0097,Dyhrman/Juhl,Sonya/Andrew,Alexandrium monilatum,CCMP3105,10-JAN-12,L1,16N:1P,24,32,8.3,100,14,10,576,0,36,0,,,,,1000,800,0,,,,,,,,,,,,,,CAM_SMPL_002389,1,0
MMETSP0113_2,Keeling,Patrick,Norrisiella sphaerica,BC52,03-MAY-11,ESM medium,,20,35,8,55,12,12,1410,0,29,0,,,,,0,,,,,,,,,,,22-MAY-92,,OTHER,Acquatic: marine,,CAM_SMPL_002407,1,0
MMETSP0696,Smith,Sarah,Extubocellulus spinifer,CCMP396,05-SEP-11,ASW,,20,,8,200,24,0,2.97,0,0.2,0.42,,,,,19.73,,,,31.3172,113.56,0,0,,,,01-JAN-68,,Gulf of California (Sea of Cortés),Acquatic: marine,,CAM_SMPL_002809,1,1
MMETSP1408,Jenkins,Bethany,Thalassiosira weissflogii,CCMP1010,04-NOV-12,f/2 amended seawater,"f/2 for all nutrients except iron, which was added at 400nM and silica, which was added at f/20 (10.6 uM)",19,35,8.2,120,14,10,882,0,36.2,10.6,,400,,,1093.8,,,,37,-65,,,,,,01-DEC-69,,,,,CAM_SMPL_003172,1,1
MMETSP0160_2,Schroeder,Declan,Odontella Sinensis,Grunow 1884,01-APR-11,f/2,,15,36,8.3,150,16,8,882,0,36,106,,,,,12800,,,,,,,,,,,,,,,,CAM_SMPL_002432,1,0
MMETSP1423,Armbrust,Virginia,Pseudo-nitzschia heimii,UNC1101,16-MAR-12,Aquil,,14,21,8,166,16,8,100,0,10,100,,,,"thiamine, 200mg; biotin, 10mL; cyanocobalamin, 1mL",101.381,,,,,,,,,,,01-SEP-11,,Pacific Ocean,Acquatic: marine,,CAM_SMPL_003182,,0
MMETSP0191,Pawlowski,Jan,Sorites sp.,,15-APR-11,nonculturable,nonculturable,,40,8.1,,,,,,,,,,,,,,,algae and bacteria,,,,,,,,,,,,,CAM_SMPL_002447,0,0
MMETSP0228,Saldarriaga,Juan,Protoceratium reticulatum,CCCM 535 (=CCMP 1889),02-JUN-11,HESNW,no silica,18,30,7,3800,14,10,3,0.11,0.3,0,,,,,0,,,,,,,,,,,,,,,,CAM_SMPL_002473,,0
MMETSP1059,Armbrust,Virginia,Thalassiosira sp.,FW,28-SEP-11,COMBO,,20,21,8,166,16,8,882,0,36.2,106,,,,"thiamine, 200 mg; biotin, 10 mL; cyanocobalamin, 1 mL",24.6634,,,,34.27944,114.22222,,313,,,,01-JAN-10,,OTHER,Aquatic: freshwater,,CAM_SMPL_002608,1,0
MMETSP1409,Jenkins,Bethany,Thalassiosira weissflogii,CCMP1010,04-NOV-12,f/2 amended seawater,"f/2 for all nutrients except iron, which was added at 400nM and silica, which was added at f/20 (10.6 uM)",19,35,8.2,120,14,10,882,0,36.2,10.6,,400,,,1093.8,,,,37,-65,,,,,,01-DEC-69,,,,,CAM_SMPL_003191,1,1
MMETSP1424,Johnson,Matthew,Oxyrrhis marina,LB1974,24-OCT-11,Sterile coastal sea-water,,18,34,8.3,20,14,10,,,,,,,,,,,,Phaeodactylum tricornutum,,,,0,,,,01-MAY-66,,Pacific Ocean,Acquatic: marine,,CAM_SMPL_003183,0,0
MMETSP0323_2,Deschamps,Philippe,Crypthecodinium cohnii,Seligo,18-APR-11,"MLH (Tuttle & Loeblich, 1975)","Double Amount of vitamins, 10 g/L glucose",27,30,7.5,,0,24,0,3000,790,0,,,,,1800,,,,,,,,,,,,,,Acquatic: marine,,CAM_SMPL_002528,1,1
MMETSP1042,Archibald,John,Hemiselmis andersenii,CCMP1180,01-DEC-11,K,K without silicate,23,0,8,,12,12,882,50,10,0,,,,,122766,,,,,,,,,,,,,,,,CAM_SMPL_002596,,
MMETSP0286,Edvardsen,Bente,Chrysochromulina polylepis,UIO037,31-MAR-11,IMR 1/2 (Eppley et al 1967),"added 10 nM Se, without HCl and Si",16,25,8.2,50,12,12,248,0,25,18,,2,not measssured,,10,,,,59,10.45,18,,25,16,,29-MAY-88,,North Sea,Acquatic: marine,coastal water,CAM_SMPL_002500,1,1
MMETSP1410,Jenkins,Bethany,Thalassiosira weissflogii,CCMP1010,04-NOV-12,f/2 amended seawater,"f/2 for all nutrients except iron, which was added at 400nM and silica, which was added at f/20 (10.6 uM)",19,35,8.2,120,14,10,882,0,36.2,10.6,,400,,,1093.8,,,,37,-65,,,,,,01-DEC-69,,,,,CAM_SMPL_003192,1,1
MMETSP1064,Armbrust,Virginia,Aulacoseira subarctica,CCAP 1002/5,,FW,,6,21,8,166,16,8,882,0,36.2,106,,,,"thiamine, 200 mg; biotin, 10 mL; cyanocobalamin, 1 mL",24.6634,,,,,,,,,,,01-JAN-87,,OTHER,Aquatic: freshwater,,CAM_SMPL_002624,1,0
MMETSP1425,Johnson,Matthew,Oxyrrhis marina,LB1974,24-OCT-11,Sterile coastal sea-water,,18,34,8.3,20,14,10,,,,,,,,,,,,Phaeodactylum tricornutum,,,,0,,,,01-MAY-66,,Pacific Ocean,Acquatic: marine,,CAM_SMPL_003184,0,0
MMETSP0946,Rumpho,Mary,Vaucheria litorea,CCMP2940,30-JUN-11,modified f/2 media,Final molar concentration of vitamins as follows: Thiamine - HCl =1.184E-07M; Biotin=1.60E-07M; Vitamin B12=2.95E-08M,18,32,7.5,,,,0.352,0,0.0144,0,,5.54,,,0.4377,,,,,,0.1,,,,,01-JUL-07,,Atlantic Ocean,,salt marsh,CAM_SMPL_002656,0,0
MMETSP0086_2,Palenik,Brian,Unknown Unknown,D1,15-MAR-11,f/4 amended seawater,,20,34,8,20,24,0,441,0,18,0,,,,,12.25,,,Unknown bacteria,,,,,,,,,,,,,CAM_SMPL_002368,1,0
MMETSP1335,Vaulot,Daniel,Chrysoculter rhomboideus,RCC1486,15-JAN-12,K/2ET,,20,35,,40,12,12,,,,,,,,,,,,,38.11,141.07,0,,,,,01-OCT-98,,Pacific Ocean,Aquatic: marine,,CAM_SMPL_002926,0,
MMETSP1323,Vaulot,Daniel,Florenciella parvula,RCC1693,15-JAN-12,K,,15,35,,35,12,12,,,,,,,,,,,,,59.31666667,4.316666667,10,,,,,24-JUL-07,,North Sea,Aquatic: marine,,CAM_SMPL_002881,0,0
MMETSP1015,Wawrik/Sinclair,Boris/Geoff,Karlodinium micrum,CCMP2283,01-JUL-07,L1,none,22,20,8.2,60,12,12,60,0,60,0,,,,,1170,,,none,32.2167,80.7355,,,,,,,,,,coastal,CAM_SMPL_002687,,0
MMETSP0347,Jakobsen,Kjetill Sigurd,Alexandrium fundyense,CCMP1719,03-JUN-11,L1,no modifications,16,25,8,100,12,12,882,0,36.2,106,,,,,24571.2,,,,43.1,70.782,,,,,,01-NOV-85,,Atlantic Ocean,,,CAM_SMPL_002519,1,0
MMETSP0803_2,Worden,Alexandra,Crustomastix stigmata,CCMP3273,20-APR-11,f/2-Si natural sea water (Sargasso Sea),f/2 for all nutrients except omitted silicate,21,35,8.4,100,14,10,882,0,36,0,,,,,12795,,,,40.9,14.15,,,,,,14-MAY-95,,Mediterranean,Acquatic: marine,,CAM_SMPL_002829,,0
MMETSP0014_2,Armbrust,Virginia,Nitzschia sp.,RCC80,17-OCT-10,K+Si,,20,21,8,166,16,8,882,50,0,504,,,,"thiamine, 200 mg; biotin, 10 mL; cyanocobalamin, 1 mL",123.766,447,,,48.43,3.59,0,,,,,06-JAN-97,,English Channel,Acquatic: marine,,CAM_SMPL_002341,,0
MMETSP1333,Vaulot,Daniel,Scyphosphaera apsteinii,RCC1455,15-JAN-12,K/2,,17,35,,35,12,12,,,,,,,,,,,,,41.39,2.48,5,,,,,01-FEB-01,,Mediterranean Sea,Aquatic: marine,,CAM_SMPL_002924,0,0
MMETSP0133_2,Lin,Senjie,Symbiodinium kawagutii,CCMP2468,15-APR-11,L1 amended seawater,,25,31,8.1,200,14,10,882,0,36.2,0,,,,,11.7,,,,21.25,158,,,35,,,,,Pacific Ocean,,,CAM_SMPL_002424,1,0
MMETSP1017,Wawrik/Sinclair,Boris/Geoff,Karlodinium micrum,CCMP2283,01-JUL-07,L1,none,22,20,8.2,60,12,12,60,0,0,0,,,,,1170,,,none,32.2167,80.7355,,,,,,,,,,coastal,CAM_SMPL_002694,,0
