,SampleName,Run.x,Phylum,Input.Reads,Surviving.Reads,Percent.Surviving,n_seqs.x,smallest.x,largest.x,n_bases.x,mean_len.x,n_under_200.x,n_over_1k.x,n_over_10k.x,n_with_orf.x,mean_orf_percent.x,n90.x,n70.x,n50.x,n30.x,n10.x,gc.x,gc_skew.x,at_skew.x,cpg_ratio.x,linguistic_complexity.x,fragments,fragments_mapped,p_fragments_mapped,good_mappings,p_good_mapping,bad_mappings,potential_bridges,bases_uncovered,p_bases_uncovered,contigs_uncovbase,p_contigs_uncovbase,contigs_uncovered,p_contigs_uncovered,contigs_lowcovered,p_contigs_lowcovered,contigs_segmented,p_contigs_segmented,score.x,optimal_score.x,cutoff.x,CRBB_hits,n_contigs_with_CRBB,p_contigs_with_CRBB,rbh_per_reference,n_refs_with_CRBB,p_refs_with_CRBB,cov25,p_cov25,cov50,p_cov50,cov75,p_cov75,cov85,p_cov85,cov95,p_cov95,reference_coverage,Complete_eukaryotic,Fragmented_eukaryotic,Missing_eukaryotic,Total_eukaryotic,Complete_eukaryotic_BUSCO_perc,Complete_protist,Fragmented_protist,Missing_protist,Total_protist,Complete_protist_BUSCO_perc,Unique_kmers_assembly,num_reads_kept_diginorm,total_reads_before_diginorm,perc_kept_diginorm,proportion_kept_diginorm,num_kmers_reads_diginorm,fp_rate_diginorm
356,MMETSP0897,SRR1296859,Ochrophyta,26457822,26414479,99.84,25548,201,7235,13606939,532.6029,0,2472,0,6134,72.11709,271,436,624,924,1590,0.5183,0.01324,0.00328,1.95216,0.10763,26414479,24066134,0.9111,21225228,0.80355,2840906,12902,472086,0.03469,7117,0.27857,1005,0.03934,13395,0.52431,3336,0.13058,0.25795,0.34276,0.1184,18497,18497,0.72401,0.89177,15413,0.74308,7686,0.37055,7225,0.34833,6384,0.30778,5888,0.28387,5116,0.24665,0.33091,78,80,145,303,0.257425743,71,41,122,234,0.303418803,12110755,11486865,52872230,21.70%,0.217,64177297,0
357,MMETSP0898,SRR1296878,Bacillariophyta,26200380,26173698,99.9,34041,201,12911,33240579,976.48656,0,12044,3,19235,80.6504,431,950,1444,2114,3458,0.46557,0.00948,0.00712,1.93271,0.18121,26173698,24666920,0.94243,22185074,0.84761,2481846,25178,1187433,0.03572,13160,0.38659,1627,0.0478,16447,0.48315,1961,0.05761,0.39438,0.50538,0.35555,27128,27128,0.79692,1.41203,15816,0.82324,8362,0.43525,7620,0.39663,6701,0.34879,6263,0.32599,5497,0.28612,0.45677,209,53,41,303,0.689768977,166,38,30,234,0.709401709,30151754,26463,26474,100.00%,1,694402,0
358,MMETSP0899,SRR1296879,Bacillariophyta,24597769,24593790,99.98,33903,201,13227,33284518,981.75731,0,12093,4,19132,79.58645,433,962,1459,2114,3497,0.46498,0.00784,0.00453,1.93153,0.18194,24593790,23219791,0.94413,20903380,0.84995,2316411,24225,1138719,0.03421,13058,0.38516,1559,0.04598,16318,0.48131,2244,0.06619,0.38887,0.47672,0.1493,26544,26544,0.78294,1.37934,15550,0.80804,8117,0.42179,7471,0.38822,6474,0.33642,6010,0.31231,5269,0.2738,0.44443,209,59,35,303,0.689768977,158,43,33,234,0.675213675,28512062,20335660,49191372,41.30%,0.413,77780399,0
359,MMETSP0900,SRR1296880,Bacillariophyta,23629897,23606216,99.9,33908,201,9643,34110441,1005.9703,0,12414,0,18875,77.53114,441,997,1526,2219,3692,0.46305,0.00794,0.00509,1.93205,0.18504,23606216,22343474,0.94651,20274506,0.85886,2068968,24369,1312073,0.03847,13197,0.3892,1447,0.04267,15729,0.46387,2878,0.08488,0.38484,0.47245,0.29644,26594,26594,0.7843,1.3449,15529,0.78532,8102,0.40973,7437,0.3761,6451,0.32624,5971,0.30196,5199,0.26292,0.44558,215,55,33,303,0.709570957,167,44,23,234,0.713675214,30813314,20388305,47235907,43.20%,0.432,76158487,0
360,MMETSP0901,SRR1296881,Bacillariophyta,21338182,20641446,96.73,31884,201,12328,31715355,994.71067,0,11560,3,18627,83.1099,447,969,1472,2131,3524,0.46864,0.00805,0.0064,1.93438,0.18393,20641446,19547121,0.94698,17270830,0.83671,2276291,24355,1130859,0.03566,12424,0.38966,1583,0.04965,15031,0.47143,1633,0.05122,0.37951,0.5141,0.43,25098,25098,0.78717,1.38464,15449,0.85231,8217,0.45333,7580,0.41818,6660,0.36743,6225,0.34343,5592,0.30851,0.46429,211,52,40,303,0.696369637,163,37,34,234,0.696581197,28134662,659602,696603,94.70%,0.947,11105020,0
361,MMETSP0902,SRR1296959,Bacillariophyta,16435301,16427378,99.95,43953,201,6925,34924326,794.58344,0,11658,0,20399,82.78131,334,742,1198,1766,2876,0.47836,0.01184,0.00645,1.83265,0.1527,16427378,14965154,0.91099,13043886,0.79403,1921268,28672,980484,0.02807,15514,0.35297,1405,0.03197,28154,0.64055,1781,0.04052,0.34113,0.48837,0.50399,30001,30001,0.68257,1.14894,20743,0.79439,10772,0.41253,9829,0.37642,8492,0.32521,8012,0.30683,7340,0.2811,0.43675,227,36,40,303,0.749174917,185,30,19,234,0.790598291,28517232,NA,NA,NA,NA,NA,NA
362,MMETSP0903,SRR1296962,Bacillariophyta,15932686,15924117,99.95,44530,201,7635,36989150,830.65686,0,12524,0,21162,83.2752,344,789,1280,1896,3127,0.47819,0.01124,0.00458,1.83886,0.15767,15924117,14511861,0.91131,12684624,0.79657,1827237,29884,1066562,0.02883,15854,0.35603,1498,0.03364,27686,0.62174,1731,0.03887,0.34142,0.50236,0.50945,30962,30962,0.69531,1.17928,21197,0.80735,11124,0.42369,10115,0.38526,8774,0.33418,8242,0.31392,7562,0.28802,0.44495,231,33,39,303,0.762376238,200,18,16,234,0.854700855,31821811,NA,NA,NA,NA,NA,NA
363,MMETSP0904,SRR1296821,Bacillariophyta,27355598,27354047,99.99,41604,201,6762,31497760,757.0849,0,10894,0,18078,78.85454,321,719,1130,1595,2409,0.47226,0.0147,0.00706,1.84182,0.14855,27354047,24533160,0.89687,21622030,0.79045,2911130,23476,957206,0.03039,13450,0.32329,1348,0.0324,22991,0.55262,5648,0.13576,0.2947,0.35335,0.03712,28563,28563,0.68654,1.12012,20616,0.80847,10350,0.40588,9563,0.37502,8473,0.33227,7969,0.31251,7271,0.28514,0.42577,214,53,36,303,0.706270627,170,30,34,234,0.726495726,24679853,19389934,54709560,35.40%,0.354,94707133,0
364,MMETSP0905,SRR1296965,Bacillariophyta,24617742,23808462,96.71,43618,201,7518,36860840,845.08322,0,12959,0,21356,82.50672,357,818,1276,1847,2973,0.47832,0.01116,0.00473,1.83757,0.16086,23808462,21787720,0.91513,18781378,0.78885,3006342,31232,1353082,0.03671,16980,0.38929,1947,0.04464,25003,0.57323,1903,0.04363,0.30403,0.48566,0.45777,31951,31951,0.73252,1.19131,21257,0.79258,11063,0.41249,10011,0.37327,8677,0.32353,8143,0.30362,7422,0.27673,0.43417,229,36,38,303,0.755775578,184,34,16,234,0.786324786,31013811,NA,NA,NA,NA,NA,NA
365,MMETSP0906,SRR1296819,Bacillariophyta,27898510,27897710,100,59819,201,7295,41067382,686.52739,0,11842,0,19106,73.28363,280,573,1068,1713,3038,0.40546,0.01152,0.01189,1.84872,0.12839,27897710,24824085,0.88983,21225831,0.76084,3598254,43852,1473587,0.03588,22474,0.3757,2037,0.03405,31885,0.53302,5511,0.09213,0.2188,0.36069,0.38592,40697,40697,0.68034,1.07798,26029,0.68946,13666,0.36198,12031,0.31868,9901,0.26226,8885,0.23535,7511,0.19895,0.40741,226,43,34,303,0.745874587,186,24,24,234,0.794871795,35953356,25691769,55796178,46.00%,0.46,114451380,0
366,MMETSP0907,SRR1296966,Bacillariophyta,17623723,17610281,99.92,57054,201,14075,38214901,669.80231,0,10680,4,19842,81.45816,275,552,1016,1654,2989,0.41202,0.01193,0.01161,1.84953,0.12532,17610281,15221160,0.86433,12422268,0.7054,2798892,42518,1170937,0.03064,20901,0.36634,1850,0.03243,34615,0.60671,2549,0.04468,0.20406,0.41285,0.44294,36804,36804,0.64507,1.13236,23704,0.72931,12484,0.3841,10979,0.33779,9065,0.27891,8279,0.25472,7214,0.22196,0.42003,232,40,31,303,0.765676568,178,27,29,234,0.760683761,33729799,21835847,35233739,62.00%,0.62,106619244,0
367,MMETSP0908,SRR1296967,Bacillariophyta,14565303,14551276,99.9,54452,201,14076,36385036,668.20385,0,10158,3,18986,81.8701,275,551,1015,1653,2998,0.41248,0.01168,0.01174,1.84976,0.125,14551276,12431990,0.85436,10091759,0.69353,2340231,39048,1048832,0.02883,19435,0.35692,1670,0.03067,35008,0.64291,2419,0.04442,0.21058,0.41678,0.51046,34170,34170,0.62753,1.13839,22216,0.74014,11594,0.38626,10264,0.34195,8573,0.28561,7804,0.25999,6855,0.22838,0.42429,229,42,32,303,0.755775578,183,20,31,234,0.782051282,29157949,NA,NA,NA,NA,NA,NA
368,MMETSP0909,SRR1296820,Bacillariophyta,26493907,26489465,99.98,52264,201,7124,34423122,658.63925,0,10036,0,15782,69.19539,279,550,976,1510,2527,0.3998,0.01295,0.01398,1.84299,0.12557,26489465,23201633,0.87588,19512458,0.73661,3689175,36690,1313277,0.03815,19794,0.37873,1933,0.03699,26546,0.50792,7175,0.13728,0.19838,0.30361,0.30475,1722,1722,0.6618,0.0499,1241,0.03596,628,0.0182,581,0.01684,525,0.01521,499,0.01446,454,0.01316,0.02274,181,64,58,303,0.597359736,124,47,63,234,0.52991453,1245452,22422743,52982986,42.30%,0.423,106539952,0
369,MMETSP0910,SRR1296988,Bacillariophyta,14153201,14148182,99.96,38998,201,10778,28218581,723.59047,0,8794,4,17077,84.32936,305,638,1080,1637,2703,0.49578,0.01603,0.0086,1.95778,0.14105,14148182,13074612,0.92412,11718386,0.82826,1356226,23597,925613,0.0328,11729,0.30076,1395,0.03577,28348,0.72691,1304,0.03344,0.37505,0.50485,0.53654,24229,24229,0.62129,1.20416,17308,0.8602,8980,0.4463,8307,0.41285,7406,0.36807,7055,0.35063,6564,0.32623,0.44372,171,87,45,303,0.564356436,146,45,43,234,0.623931624,26574583,13438726,28299680,47.50%,0.475,59717416,0
370,MMETSP0911,SRR1296989,Bacillariophyta,13170722,13164348,99.95,28815,201,6784,18395057,638.38476,0,5279,0,11414,78.59811,294,566,861,1214,1816,0.48675,0.02014,0.01035,1.92732,0.13044,13164348,11979396,0.90999,10696758,0.81256,1282638,14755,709694,0.03858,8682,0.3013,1444,0.05011,15836,0.54957,3995,0.13864,0.28875,0.36446,0.04921,21867,21867,0.75888,1.1423,16631,0.86878,8506,0.44434,8046,0.42031,7270,0.37977,6885,0.35966,6410,0.33485,0.43982,75,109,119,303,0.247524752,72,44,118,234,0.307692308,16378537,10675099,26333440,40.50%,0.405,48038619,0
371,MMETSP0912,SRR1296990,Bacillariophyta,13309667,13303478,99.95,1047,201,4593,676616,646.2426,0,196,0,446,79.27022,306,579,879,1152,1691,0.48434,0.02099,0.01153,1.92828,0.13268,13303478,426407,0.03205,383227,0.02881,43180,538,37177,0.05495,343,0.3276,73,0.06972,542,0.51767,148,0.14136,0.00917,0.01272,0.06837,827,827,0.78988,0.04069,563,0.0277,289,0.01422,260,0.01279,228,0.01122,213,0.01048,194,0.00955,0.01457,5,10,288,303,0.01650165,3,2,229,234,0.012820513,464161,11407869,26611984,42.90%,0.429,51827561,0
372,MMETSP0913,SRR1300436,Bacillariophyta,18658130,18652143,99.97,25207,201,3912,15612222,619.36057,0,4086,0,9796,75.7917,299,553,809,1090,1594,0.48098,0.02225,0.00982,1.91948,0.12817,18652143,17219575,0.9232,15629286,0.83794,1590289,12565,647615,0.04148,7451,0.29559,1409,0.0559,10908,0.43274,4934,0.19574,0.26902,0.34979,0.04173,20687,20687,0.82068,1.11707,16273,0.87872,8076,0.43609,7740,0.41795,7118,0.38436,6771,0.36562,6294,0.33987,0.43715,86,93,124,303,0.283828383,83,35,116,234,0.354700855,12577335,10709216,37308972,28.70%,0.287,47374434,0
373,MMETSP0914,SRR1300278,Ochrophyta,22291148,22190451,99.55,37411,201,15126,27688993,740.12972,0,7863,6,20208,90.84613,331,636,1007,1579,2983,0.68299,0.00348,-0.00146,2.54032,0.11975,22191443,19999860,0.90124,17375969,0.783,2623891,25069,1572243,0.05678,12984,0.34706,1460,0.03903,19254,0.51466,2433,0.06503,0.30875,0.46903,0.44752,27701,27701,0.74045,0.96958,20444,0.71558,10514,0.36801,9311,0.3259,7777,0.27221,6966,0.24382,5890,0.20616,0.29655,202,56,45,303,0.666666667,152,38,44,234,0.64957265,18388707,15856990,44482434,35.60%,0.356,66089644,0
374,MMETSP0915,SRR1300279,Ochrophyta,23413795,23378516,99.85,33212,201,13069,23739799,714.79583,0,6359,12,17172,88.85518,319,600,958,1551,3174,0.66672,0.0045,0.00354,2.52105,0.11983,23378918,21351023,0.91326,18654361,0.79791,2696662,20136,1508550,0.06355,10234,0.30814,1282,0.0386,16108,0.48501,2501,0.0753,0.31158,0.47145,0.45318,24577,24577,0.74,0.98442,18790,0.75262,9537,0.382,8738,0.35,7609,0.30477,6956,0.27862,5962,0.2388,0.3101,190,63,50,303,0.627062706,147,40,47,234,0.628205128,14751787,16352368,46792617,34.90%,0.349,92646711,0
375,MMETSP0916,SRR1300280,Ochrophyta,27635028,27590618,99.84,32727,201,11857,23346435,713.36924,0,6303,8,16987,90.45321,318,604,958,1503,3130,0.67507,0.00443,-0.00105,2.53024,0.11824,27591777,25328436,0.91797,22361125,0.81043,2967311,19100,1280033,0.05483,9859,0.30125,1148,0.03508,15142,0.46268,2813,0.08595,0.34022,0.48205,0.45174,24936,24936,0.76194,1.13397,18862,0.85775,9652,0.43893,9091,0.41342,8114,0.36899,7669,0.34875,6902,0.31387,0.43205,186,75,42,303,0.613861386,150,33,51,234,0.641025641,16452870,16321321,55226556,29.60%,0.296,82109667,0
376,MMETSP0917,SRR1300281,Ochrophyta,22259313,22215093,99.8,32246,201,13134,23663285,733.83629,0,6396,19,17138,89.18644,329,618,983,1591,3238,0.6698,0.00396,0.00065,2.52474,0.1214,22216172,20208290,0.90962,17515777,0.78842,2692513,19772,1699136,0.0718,10756,0.33356,1461,0.04531,14917,0.4626,2516,0.07803,0.28198,0.46773,0.44099,24613,24613,0.76329,0.99838,18558,0.75277,9376,0.38032,8572,0.34771,7407,0.30045,6757,0.27408,5831,0.23652,0.31629,182,74,47,303,0.600660066,145,35,54,234,0.61965812,15866027,15341102,44475300,34.50%,0.345,74612620,0
377,MMETSP0918,SRR1300407,Bacillariophyta,40559018,40556079,99.99,32428,201,7638,25243554,778.4493,0,8467,0,16216,83.85348,337,723,1125,1636,2616,0.45433,0.01463,0.01019,1.78662,0.1518,40556079,37632242,0.92791,32377698,0.79834,5254544,22763,735119,0.02912,12984,0.40039,1319,0.04067,15843,0.48856,2949,0.09094,0.27601,0.38866,0.33911,23913,23913,0.73742,1.34653,14148,0.79667,7459,0.42001,6699,0.37722,5728,0.32254,5228,0.29439,4518,0.25441,0.43441,181,73,49,303,0.597359736,136,41,57,234,0.581196581,22070164,19039384,81114882,23.50%,0.235,79876416,0
378,MMETSP0920,SRR1300409,Bacillariophyta,20317877,20294874,99.89,33291,201,4016,20202826,606.85549,0,5290,0,13343,81.03215,282,524,807,1154,1782,0.45314,0.02302,0.01114,1.77266,0.12464,20294874,17954028,0.88466,15035423,0.74085,2918605,21010,847209,0.04194,13478,0.40485,2015,0.06053,14871,0.4467,5032,0.15115,0.20256,0.28786,0.13847,1162,1162,0.75113,0.05613,832,0.04019,405,0.01956,369,0.01782,323,0.0156,304,0.01468,267,0.0129,0.01773,137,98,68,303,0.452145215,102,53,79,234,0.435897436,702426,15052727,40611579,37.10%,0.371,69158375,0
379,MMETSP0922,SRR1294396,Perkinsozoa,12889139,12889059,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,120,124,303,0.194719472,40,50,144,234,0.170940171,6499572,NA,NA,NA,NA,NA,NA
380,MMETSP0922,SRR1294397,Perkinsozoa,4836092,4834463,99.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,120,124,303,0.194719472,40,50,144,234,0.170940171,6499572,NA,NA,NA,NA,NA,NA
381,MMETSP0923,SRR1294398,Perkinsozoa,11527946,11527768,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,126,122,303,0.181518152,36,48,150,234,0.153846154,3696271,NA,NA,NA,NA,NA,NA
382,MMETSP0923,SRR1294399,Perkinsozoa,3502037,3501058,99.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,126,122,303,0.181518152,36,48,150,234,0.153846154,3696271,NA,NA,NA,NA,NA,NA
383,MMETSP0924,SRR1300219,Perkinsozoa,16787447,16787344,100,31378,201,1847,11279682,359.4774,0,140,0,3760,83.47844,230,295,376,483,683,0.45907,0.00294,0.00393,1.80829,0.07929,16787344,4975336,0.29637,1384601,0.08248,3590735,25741,1607048,0.14247,23612,0.7525,4140,0.13194,17447,0.55603,3748,0.11945,0.00142,0.03901,0.47143,15887,15887,0.50631,1.12818,9969,0.70793,5164,0.36671,4433,0.3148,3220,0.22866,2650,0.18818,1677,0.11909,0.29498,40,127,136,303,0.132013201,32,57,145,234,0.136752137,7431381,12405450,33574775,36.90%,0.369,88569410,0
384,MMETSP0925,SRR1300220,Perkinsozoa,21389559,21389347,100,29341,201,1802,10683885,364.12818,0,119,0,3229,80.75495,232,303,384,488,684,0.44912,0.00203,0.00356,1.80488,0.0798,21389347,7414341,0.34664,1076710,0.05034,6337631,24266,1597620,0.14954,22154,0.75505,4330,0.14758,14103,0.48066,3834,0.13067,0.00075,0.01323,0.63136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,117,152,303,0.112211221,32,34,168,234,0.136752137,425302,13757061,42778892,32.20%,0.322,104049576,0
385,MMETSP0929,SRR1300342,Chlorophyta,43616308,43600326,99.96,9005,201,31714,14508697,1611.18234,0,5367,19,6939,77.01714,858,1589,2299,3292,5511,0.55501,-0.00228,-0.00167,2.77143,0.25054,43600326,42603271,0.97713,40892045,0.93788,1711226,6854,828106,0.05708,2873,0.31904,625,0.06941,1950,0.21655,972,0.10794,0.46035,0.58946,0.32959,8233,8233,0.91427,1.30043,5715,0.9027,2958,0.46722,2753,0.43484,2517,0.39757,2410,0.38067,2161,0.34134,0.46937,260,7,36,303,0.858085809,203,15,16,234,0.867521368,12392817,14289118,87215229,16.40%,0.164,69525149,0
386,MMETSP0930,SRR1300248,Chlorophyta,29821828,29820115,99.99,9482,201,11384,7995090,843.18604,0,2606,1,4893,88.43859,340,793,1320,2047,3443,0.55479,0.00414,-3.00E-05,2.72166,0.15148,29820318,28373099,0.95147,26552342,0.89041,1820757,7110,60676,0.00759,981,0.10346,84,0.00886,222,0.02341,355,0.03744,0.47302,0.57243,0.5663,8474,8474,0.89369,1.05411,4884,0.60754,2413,0.30016,1655,0.20587,1098,0.13658,888,0.11046,589,0.07327,0.23915,153,48,102,303,0.504950495,124,28,82,234,0.52991453,6963662,9906831,59642010,16.60%,0.166,45161978,0
387,MMETSP0932,SRR1300249,Chlorophyta,27255407,27254943,100,4990,201,4451,1870855,374.92084,0,155,0,930,92.64433,222,282,380,575,1050,0.57526,0.02047,0.00366,2.83843,0.07678,27255095,7399877,0.2715,4305651,0.15798,3094226,2197,13446,0.00719,779,0.15611,30,0.00601,1432,0.28697,706,0.14148,0.03437,0.06963,0.39062,4004,4004,0.8024,0.46836,2743,0.32086,665,0.07779,349,0.04082,244,0.02854,210,0.02456,172,0.02012,0.03988,11,27,265,303,0.03630363,4,8,222,234,0.017094017,1764127,11295984,54510477,20.70%,0.207,46914183,0
388,MMETSP0933,SRR1300250,Chlorophyta,27288248,27286568,99.99,9298,201,21306,16047181,1725.87449,0,5439,109,7048,73.18854,876,1718,2583,3806,8236,0.47745,0.00847,0.00971,2.52112,0.25599,27286712,26567346,0.97364,25470753,0.93345,1096593,6987,1456916,0.09079,2908,0.31276,482,0.05184,2038,0.21919,743,0.07991,0.4904,0.61601,0.41491,493,493,0.90128,0.05705,425,0.04918,221,0.02558,206,0.02384,190,0.02199,182,0.02106,164,0.01898,0.02147,246,13,44,303,0.811881188,182,21,31,234,0.777777778,933757,12204746,54574792,22.40%,0.224,46464032,0
389,MMETSP0936,SRR1300251,Chlorophyta,28940482,28939381,100,9258,201,17498,13105447,1415.58079,0,4744,20,6564,77.93839,707,1428,2141,3166,5824,0.55195,-0.00296,-0.00269,2.75491,0.22537,28939567,27873726,0.96317,26019856,0.89911,1853870,6438,971051,0.0741,2824,0.30503,462,0.0499,3312,0.35774,708,0.07647,0.44828,0.57234,0.47017,1457,1457,0.81306,0.18966,1013,0.13187,497,0.0647,439,0.05715,378,0.04921,353,0.04595,315,0.041,0.05333,235,17,51,303,0.775577558,190,15,29,234,0.811965812,1791747,10454626,57879951,18.10%,0.181,45106245,0
390,MMETSP0937,SRR1300252,Chlorophyta,25147103,25141163,99.98,467,202,7072,570081,1220.73019,0,233,0,323,88.21483,590,1291,1817,2364,3492,0.56147,-0.00209,0.00635,2.77653,0.20649,25141692,1257043,0.05,1183778,0.04708,73265,191,15986,0.02804,96,0.20557,18,0.03854,197,0.42184,17,0.0364,0.02538,0.03696,0.74019,369,369,0.79015,0.0479,304,0.03947,162,0.02103,148,0.01921,137,0.01779,135,0.01753,126,0.01636,0.01812,17,5,281,303,0.056105611,14,2,218,234,0.05982906,528845,9389143,50288555,18.70%,0.187,41643385,0
391,MMETSP0938,SRR1300253,Chlorophyta,27277118,27275759,100,9193,201,17475,13209038,1436.85826,0,4877,20,6703,79.22798,732,1434,2119,3073,5348,0.55565,-0.00284,-0.00028,2.76198,0.22926,27276057,26405140,0.96807,25077163,0.91938,1327977,6724,787368,0.05961,2884,0.31372,470,0.05113,2942,0.32003,711,0.07734,0.46653,0.58107,0.43049,7742,7742,0.84216,0.95722,5933,0.73356,3014,0.37265,2775,0.3431,2498,0.30885,2344,0.28981,2087,0.25804,0.32409,247,13,43,303,0.815181518,201,16,17,234,0.858974359,10538246,10631696,54553130,19.50%,0.195,44701707,0
392,MMETSP0939,SRR1300254,Chlorophyta,31315501,31314297,100,8659,201,17218,12494189,1442.91362,0,4611,11,6596,80.38709,728,1430,2136,3079,4943,0.59351,-0.00455,-0.0048,2.79708,0.21851,31314594,30509733,0.9743,29212007,0.93286,1297726,6936,435138,0.03483,2674,0.30881,375,0.04331,2281,0.26343,821,0.09481,0.48514,0.59542,0.46496,7458,7458,0.8613,0.94084,5763,0.72701,2919,0.36824,2680,0.33809,2378,0.29999,2238,0.28233,1935,0.2441,0.32467,238,17,48,303,0.785478548,178,31,25,234,0.760683761,9336359,11255705,62630045,18.00%,0.18,50004778,0
393,MMETSP0941,SRR1300224,Chlorophyta,23513718,23509336,99.98,14102,201,15779,20170673,1430.3413,0,7496,21,10128,74.48765,725,1453,2134,3004,4730,0.58237,0.00341,0.0022,2.08411,0.24204,23509336,22739603,0.96726,21308264,0.90637,1431339,8509,1127644,0.05591,5328,0.37782,1036,0.07346,4835,0.34286,1176,0.08339,0.42263,0.53658,0.05252,12429,12429,0.88136,1.21496,7608,0.7437,3942,0.38534,3695,0.36119,3342,0.32669,3190,0.31183,2935,0.2869,0.45672,258,30,15,303,0.851485149,191,29,14,234,0.816239316,13070003,14332327,47022658,30.50%,0.305,61174386,0
394,MMETSP0942,SRR1300216,Bicosoecida,32631653,32571944,99.82,26963,201,20679,22501428,834.52984,0,7096,21,13940,91.88524,327,789,1344,2065,3829,0.7036,0.0069,0.00282,2.21581,0.13369,32571944,31280496,0.96035,29121677,0.89407,2158819,16338,614693,0.02732,7236,0.26837,698,0.02589,16814,0.6236,1323,0.04907,0.43473,0.51363,0.50612,16330,16330,0.60564,0.94981,11853,0.68941,5940,0.34549,5186,0.30163,4417,0.25691,4064,0.23638,3515,0.20444,0.26645,169,55,79,303,0.557755776,123,22,89,234,0.525641026,19342061,17436724,65202193,26.70%,0.267,91505679,0
395,MMETSP0943,SRR1300331,Haptophyta,25600062,25599097,100,38090,201,15888,32556095,854.71502,0,11347,8,20069,82.34428,366,816,1268,1838,3074,0.65172,0.01132,7.00E-05,2.21567,0.15068,25599539,24178918,0.94451,22028430,0.8605,2150488,23985,896062,0.02752,10531,0.27648,972,0.02552,21170,0.55579,1730,0.04542,0.43695,0.53084,0.37963,26861,26861,0.7052,0.9841,20773,0.76106,10737,0.39337,9633,0.35292,8409,0.30808,7788,0.28533,6869,0.25166,0.33227,224,45,34,303,0.739273927,162,34,38,234,0.692307692,28546215,21128841,51199520,41.30%,0.413,106620679,0
396,MMETSP0944,SRR1300332,Haptophyta,22767092,22764266,99.99,37912,201,15865,32258551,850.8797,0,10920,12,19231,81.99644,354,811,1295,1907,3252,0.65162,0.00891,7.00E-04,2.21746,0.1489,22764788,21374229,0.93892,19510717,0.85706,1863512,23053,1022473,0.0317,10917,0.28796,1082,0.02854,22471,0.59271,1756,0.04632,0.41722,0.55146,0.41355,26861,26861,0.70851,1.13304,20554,0.867,10707,0.45164,9947,0.41958,8902,0.3755,8532,0.35989,7942,0.33501,0.4521,209,56,38,303,0.689768977,164,29,41,234,0.700854701,29347273,18946654,45531662,41.60%,0.416,85046969,0
397,MMETSP0945,SRR1300217,Ochrophyta,20005419,19974775,99.85,20895,201,9512,13572563,649.56033,0,3923,0,9191,90.21273,286,549,913,1376,2203,0.45176,0.01685,0.01432,2.08868,0.12775,19974775,19011294,0.95177,18146453,0.90847,864841,8769,300850,0.02217,4147,0.19847,486,0.02326,15898,0.76085,418,0.02,0.44898,0.62911,0.47423,11506,11506,0.55066,0.97898,9313,0.79239,4804,0.40875,4467,0.38007,4024,0.34238,3774,0.32111,3441,0.29278,0.36357,207,64,32,303,0.683168317,167,33,34,234,0.713675214,11955007,NA,NA,NA,NA,NA,NA
398,MMETSP0946,SRR1300218,Ochrophyta,22965702,22965306,100,19763,201,9514,11843099,599.25614,0,2999,0,8064,92.24653,270,490,810,1267,2138,0.451,0.02149,0.01861,2.06214,0.11923,22965306,22082146,0.96154,21340859,0.92927,741287,7611,204259,0.01725,3521,0.17816,281,0.01422,16157,0.81754,327,0.01655,0.46995,0.61125,0.38136,8914,8914,0.45104,1.01192,7365,0.83608,3785,0.42967,3563,0.40447,3243,0.36815,3044,0.34556,2723,0.30912,0.39,186,77,40,303,0.613861386,149,39,46,234,0.636752137,10251423,6844236,45930974,14.90%,0.149,53204274,0
